,제목,가사,장르
10,위잉위잉,"비틀비틀 걸어가는 나의 다리
오늘도 의미없는
또 하루가 흘러가죠
사랑도 끼리끼리
하는거라 믿는 나는
좀처럼 두근두근
거릴일이 전혀없죠
위잉위잉 하루살이도
처량한 나를 비웃듯이
멀리 날아가죠
비잉비잉 돌아가는
세상도 나를 비웃듯이
계속 꿈틀대죠
Tell me Tell me Please don’t tell
차라리 듣지 못한 편이
내겐 좋을거야
Tell me Tell me Please don’t tell
차라리 보지 못한 편이
내겐 좋을거야
ai ai ai ai ai ai ai
ai ai ai ai ai ai ai
ai ai ai ai ai ai ai
ai ai ai ai ai ai
사람들 북적대는
출근길의 지하철엔
좀처럼 카드찍고
타볼일이 전혀없죠
집에서 뒹굴뒹굴
할 일없어 빈둥대는
내 모습 너무 초라해서
정말 죄송하죠
위잉위잉 하루살이도
처량한 나를 비웃듯이
멀리 날아가죠
비잉비잉 돌아가는
세상도 나를 비웃듯이
계속 꿈틀대죠
쌔앵 쌔앵 칼바람도
상처난 내 마음을
어쩌지는 못할거야
뚜욱 뚜욱 떨어지는
눈물이 언젠가는
이세상을 덮을거야
Tell me Tell me Please don’t tell
차라리 듣지 못한 편이
내겐 좋을거야
Tell me Tell me Please don’t tell
차라리 보지 못한 편이
내겐 좋을거야
Tell me Tell me Please don’t tell
차라리 느껴보지 못한 편이
좋을거야
Tell me Tell me Please don’t tell
차라리 살아보지 못한 편이
좋을거야
비틀비틀 걸어가는 나의 다리
오늘도 의미없는
또 하루가 흘러가죠
사랑도 끼리끼리
하는거라 믿는 나는
좀처럼 두근두근
거릴일이 전혀없죠
위잉위잉 하루살이도
처량한 나를
비웃듯이 멀리 날아가죠
비잉비잉 돌아가는
세상도 나를
비웃듯이 계속 꿈틀대죠",록/메탈
11,비와 당신 (영화 '라디오스타' 삽입곡),"이젠 당신이 그립지 않죠
보고 싶은 마음도 없죠
사랑한 것도 잊혀가네요
조용하게
알 수 없는 건 그런 내 맘이
비가 오면 눈물이 나요
아주 오래전
당신 떠나던 그날 처럼
이젠 괜찮은데
사랑따윈 저버렸는데
바보같은 난 눈물이 날까
아련해지는 빛바랜 추억
그 얼마나 사무친건지
미운 당신을
아직도 나는 그리워하네
이젠 괜찮은데
사랑 따윈 저버렸는데
바보같은 난 눈물이 날까
다신 안올텐데
잊지 못한 내가 싫은데
언제까지 내 맘은 아플까
이젠 괜찮은데
사랑따윈 저버렸는데
바보같은 나 눈물이 날까",록/메탈
12,나에게로 떠나는 여행,"저 푸른바다 끝까지
말을 달리면
소금같은 별이 떠있고
사막엔 낙타만이 가는길
무수한 사랑
길이 되어 열어줄거야
낡은 하모니카
손에 익은 기타
your melody
나는 떠날래
어린왕자 your melody
찾아 떠날래
Far away U're my sunshine
we were together
나는 사랑보다
좋은 추억 알게될거야
텀블러 한잔에 널 털어 넘기고
이젠 나를 좀더 사랑할거야
저 끓어 넘친 태양은 부글거리고
오랜 꿈은 삐걱거리고
쿨럭인 자동차를 타고서
꿈의 날개로
구름속을 산책할거야
낡은 하모니카
손에 익은 기타
your melody
나는 떠날래
어린왕자 your melody
찾아 떠날래
Far away U're my sunshine
we were together
나는 사랑보다
좋은 추억 알게될거야
For my life
Find my life
찾아 누릴 천국에
지지 않을 너를 안게 될거야
Far away U're my sunshine
we were together
나는 사랑보다
좋은 추억 알게될거야
For my life
Find my life
찾아 누릴 천국에
지지 않을 너를 안게 될거야",록/메탈
13,사랑의 바보,"그렇게 말 하지 마
제발 그녈 욕하지 말아줘
그 누구보다도 내겐 좋은 여자니까
내가 하고 싶어 잘해준걸
고맙다 말 못 들어도
잠시나마 웃어주면 난 행복해
원하는 좋은 사람 나타날 때까지
난 잠시 그녈 지켜줄 뿐야
아무것도 바라는 것 없기에
그걸로도 감사해 워
언제든 필요할 땐 편히 날 쓰도록
늘 닿는 곳에 있어 줄 거야
어느 날 말없이 떠나간대도
그 뒷모습까지도 사랑할래
난 바보니깐 괜찮아
아무리 아프게 해도 못 느껴
내 걱정 하지 마
못났대도 할 수 없어
나를 자랑스레 여길 분께
가끔 미안해진데도
기꺼이 나 그녈 위한 바보로 살래
원하는 좋은 사람 나타날 때 까지
난 잠시 그녈 지켜줄 뿐야
아무것도 바라는 것 없기에
그 걸로도 감사해 워
언제든 필요할 땐 편히 날 쓰도록
늘 닿는 곳에 있어 줄 거야
어느 날 말없이 떠나간대도
그 뒷모습까지도 사랑 할래
언젠가 그녀가 날 떠날 걸 잘 알아
시작이 있음 끝도 있는 걸
그 시간이 알고 싶어서라도
끝까지 가보려 해 워
그렇게 불쌍한 듯 날 바라보지 마
그래도 나는 행복하니까
언젠가 그녀를 보내 주는 날
그때 술이나 한잔 사주면 돼
언젠가 그녀를 보내 주는 날
그때 술이나 한잔 사주면 돼",록/메탈
14,널 생각해,"Tonight
널 바래다 주는 길 내내
내가 변했다고 말하지
널 생각하지 않는다고
너는 투덜대지
언제나 넌 사랑이 설레임이니
내겐 사랑은 익숙함야
너를 떠올리는 그 시간을 따로
두진 않아
늘 널 생각해 그래 널 생각해
바쁜 하루의 순간 순간
그 순간도 니가 보여
모두 보여줄 순 없지만
조금은 너도 느끼잖아
늘 널 생각해 매일 널 생각해
잠이 들어 꿈꾸는 순간도
내 앞에 웃는 그런 너를 생각해
기억나 내가 처음
고백했던 그 날
멋진 이벤트도 없었지만
나 받아준 널
내 가슴에 늘 지금처럼
늘 널 생각해 그래 널 생각해
바쁜 하루의 순간 순간
그 순간도 니가 보여
모두 보여줄 순 없지만
조금은 너도 느끼잖아
늘 널 생각해 매일 널 생각해
잠이 들어 꿈꾸는 순간도
내 앞에 웃는 그런 너를 생각해
늘 널 생각해 그래 널 생각해
우리 함께 한 순간 순간
그 순간이 소중해서
말로 다 할 수는 없지만
조금씩 네게 보여줄게
늘 난 생각해 매일 난 생각해
이른 아침 잠에서 깨어나
이 세상에서 가장 행복한 너를
내 앞에 웃는 그런 널 보며
I Love You",록/메탈
15,Never Ending Story,"손 닿을 수 없는 저기 어딘가
오늘도 난 숨쉬고 있지만
너와 머물던 작은 의자 위에
같은 모습의 바람이 지나네...
너는 떠나며 마치 날 떠나가듯이
멀리 손을 흔들며
언젠가 추억에 남겨져 갈 꺼라고
그리워하면 언젠가 만나게 되는
어느 영화와 같은 일들이 이뤄져 가기를...
힘겨워 한 날의 너를 지킬 수 없었던
아름다운 시절속에 머문 그대 이기에
너는 떠나며 마치 날 떠나가듯이
멀리 손을 흔들며
언젠가 추억에 남겨져 갈 꺼라고
그리워하면 언젠가 만나게 되는
어느 영화와 같은 일들이 이뤄져 가기를...
힘겨워 한 날의 너를 지킬 수 없었던
아름다운 시절속에 머문 그대여
그리워하면 언젠가 만나게 되는
어느 영화와 같은 일들이 이뤄져 가기를...
힘겨워 한 날의 너를 지킬수 없었던
아름다운 시절속에 머문 그대여
그리워하면 언젠가 만나게 되는
어느 영화와 같은 일들이 이뤄져 가기를...
힘겨워 한 날의 너를 지킬 수 없었던
아름다운 시절속에 머문 그대이기에...",록/메탈
16,사랑앓이,"그리울 때 눈 감으면
더 잘 보이는 그런 사람
잊으려 하고 지우려 하면
더 많이 생각나는 사람
그 사람 꼭 올 거라고
내 가슴에 해로운 거짓말을 하고
꼭 올 거라는 말은 안 했지만
기다릴 수 밖에 없는 사람
너무나 많이 사랑한 죄
널 너무나 많이 사랑한 죄
난 너로 인해 그 죄로 인해
기다림을 앓고 있다고
내가 더 많이 사랑한 죄
널 너무나 많이 그리워한 죄
난 너로 인해 그 죄로 인해
눈물로 앓고 있다고 이렇게
그 사람 꼭 올 거라고
내 가슴에 해로운 거짓말을 하고
꼭 올 거라는 말은 안 했지만
기다릴 수 밖에 없는 사람
너무나 많이 사랑한 죄
널 너무나 많이 사랑한 죄
난 너로 인해 그 죄로 인해
기다림을 앓고 있다고
내가 더 많이 사랑한 죄
널 너무나 많이 그리워한 죄
난 너로 인해 그 죄로 인해
눈물로 앓고 있다고
헤어짐은 늘 빠른 사람
잊혀짐은 늘 더딘 사람
늘 나에게만 늘 모진 사람
나 혼자 앓고 있었다고
그대 나를 이렇게 멀리
떠나가야만 했니
그대 나를 이렇게 멀리
떠나가야만 했니
그저 내 목숨 다 바쳐 사랑할 사람
이제 날 잊고 살아갈 무정한 사람
그저 내 전부를 다 바쳐
사랑할 사람
이제 날 잊고 살아갈 너
내 목숨 다 바쳐서 사랑할 사람
내게는 눈물만 주고 간 사람
늘 나에게만 늘 모진 사람
나 혼자 앓고 있었다고
내가 더 많이 사랑한 죄
널 너무나 많이 그리워한 죄
난 너로 인해 그 죄로 인해
눈물로 앓고 있다고 이렇게",록/메탈
17,형 (兄),"삶이란 시련과 같은 말이야
고개 좀 들고 어깨펴 짜샤
형도 그랬단다 죽고 싶었지만
견뎌 보니 괜찮더라
맘껏 울어라 억지로 버텨라
내일은 내일의 해가 뜰테니
바람이 널 흔들고 소나기 널 적셔도
살아야 갚지 않겠니
더 울어라 젊은 인생아
져도 괜찮아 넘어지면 어때
살다보면 살아가다 보면
웃고 떠들며 이 날을 넌 추억할테니

세상에 혼자라 느낄테지
그 마음 형도 다 알아 짜샤
사람을 믿었고 사람을 잃어버린 자
어찌 너뿐이랴
맘껏 울어라 억지로 버텨라
내일은 내일의 해가 뜰테니
더 울어라 젊은 인생아
져도 괜찮아 넘어지면 어때
살다보면 살아가다 보면
웃고 떠들며 이 날을 넌 추억할테니

세상이 널 뒤통수 쳐도
소주 한잔에 타서 털어버려
부딪히고 실컷 깨지면서 살면
그게 인생 다야 넌 멋진 놈이야",록/메탈
18,이미 슬픈 사랑,"널 볼 수 있어 행복했었지
그대가 날 위해 있어준 시간만큼
너의 부모님께 전해들었지
나 아닌 사람과 결혼하게 된 걸
너 그렇게 힘든데 내게 말못하고
울고있던게 생각나
떠나는 그대여
울지 말아요 슬퍼말아요
내가 단념할께요
마음 편히 가시도록
내 사랑 그대가
날 떠나 행복할 수 있다면
내가 떠나갈께요
나의 그대 삶에 축복을
너무 걱정마 철없던 내가
너없인 무엇도 할 수는 없지만
넌 널 위해 살아줘
나는 어떻게든 살아갈 수 있을거야
떠나는 그대여
울지 말아요 슬퍼말아요
내가 단념할께요
마음 편히 가시도록
내 사랑 그대가
날 떠나 행복할 수 있다면
내가 떠나갈께요
그대 만나 느낀 기억도
내가 가질 행복도
모두 가져가세요
나의 그대 삶에 축복을",록/메탈
19,꽃송이가,"배드민턴 치자고 꼬셔
커피 한 잔 하자고 불러
동네 한 번 걷자고 꼬셔
넌 한 번도 그래
안 된다는 말이 없었지
꽃송이가 꽃송이가
그래 그래 피었네
꽃송이가 꽃송이가
그 꽃 한 송이가
그래 그래 피었구나
거리에 사람들 수많은 사람들
그 길에 사람들
그래 나는 네게
얼마만큼 특별한 건지
그게 어려운 거야
그게 어려운 거라
그게 어려운 거야
맛있는 거 먹자고 꼬셔
영화 보러 가자고 불러
단대 호수 걷자고 꼬셔
넌 한 번도 그래
안 된다는 말이 없었지
꽃송이가 꽃송이가
그래 그래 피었네
꽃송이가 꽃송이가
그 꽃 한 송이가
그래 그래 피었구나
거리에 사람들 수많은 사람들
그 길에 사람들
그래 나는 네게
얼마만큼 특별한 건지
그게 어려운 거야
그게 어려운 거라
그게 어려운 거야
좋아 좋아 하모니카 솔로
꽃송이가 꽃송이가 꽃송이가
그래 그래 피었네
꽃송이가 꽃송이가
그 꽃 한 송이가
그래 그래 피었구나
거리에 사람들 수많은 사람들
그 길에 사람들
그래 나는 네게
얼마만큼 특별한 건지
그게 어려운 거야
그게 어려운 거라
그게 어려운 거야",록/메탈
20,Monologue,"다 잊었다는 거짓말
또 해 버렸죠
내 마음에 그대란 사람
없다고 했죠
너무나 쉽게 잊혀졌다고
이젠 남이라고
서툰 내 사랑에 지쳐 떠난 그대
너무 많이 울려서
잡을 용기조차 낼 수 없었죠
미안해요 내 사랑아
다신 나 같은 사람 만나지 마요
혹시 찾아가도 두번 다시
나를 허락해 주지마요
그댄 여리고 너무 착해서
싫단 말도 잘 못하는데
많이 부족한 나를 사랑한 그대
이거면 됐어요 더 이상은
그대 불행하지 않도록
나 이쯤에서 없어지는게
그댈 위한 나의 사랑인걸요
너무 투명해서 때론 불안했죠
제멋대로 살아온 나를
감당할 수 없을것 같죠
미안해요 내 사랑아
다신 나같은 사람 만나지 마요
혹시 찾아가도 두 번 다시
나를 허락 해주지 마요
그댄 여리고 너무 착해서
싫단 말도 잘 못하는데
고마웠어요 나를 사랑해줘서
나같은 사람이 두 번 다시
감히 받을 수 없는 사랑
그대 때문에 행복했어요
울지마요 그대
잘 생각해봐요
나쁜일들만 가득했던 우리
다 잊어야 해요
많이 부족한 나를 사랑한 그대
이거면 됐어요
더 이상은 그대 불행하지 않도록
나 이쯤에서 없어지는게
그댈 위한 나의 사랑인걸요",록/메탈
21,고백,"중2때까지 늘 첫째 줄에
겨우 160 이 됐을 무렵
쓸만한 녀석들은 모두 다
이미 첫사랑 진행 중
정말 듣고 싶었던 말이야
물론 2년전 일이지만
기뻐야하는 게 당연한데
내 기분은 그게 아냐
하지만 미안해 이 넓은
가슴에 묻혀
다른 누구를 생각했었어
미안해 너의 손을 잡고
걸을 때에도
떠올렸었어 그 사람을
널 좋아하면 좋아할수록
상처 입은 날들이 더 많아
모두가 즐거운 한 때에도
나는 늘 그곳에 없어
정말 미안한 일을 한걸까
나쁘진 않았었지만
친구인 채 였다면 오히려
즐거웠을 것만 같아
하지만 미안해 네 넓은
가슴에 묻혀
다른 누구를 생각했었어
미안해 너의 손을 잡고
걸을 때에도
떠올랐었어 그 사람이
정말 듣고 싶었던 말이야
물론 2년전 일이지만
기뻐야하는 게 당연한데
내 기분은 그게 아냐
하지만 미안해 네 넓은
가슴에 묻혀
다른 누구를 생각했었어
미안해 너의 손을 잡고
걸을 때에도
떠올렸었어 그 사람을
하지만 미안해 네 넓은
가슴에 묻혀
다른 누구를 생각했었어
미안해 너의 손을 잡고
걸을 때에도
떠올랐었어 그 사람이",록/메탈
